quarter,quarter_label,quarter_end_date,geography_type,geography_code,geography_name,remoteness,support_class,support_type,support_type_group,atlas_service_type_filter,payments,local_support_share,payment_growth_rate,payments_per_funded_plan,payments_per_1000_population,national_support_share,remoteness_support_share,support_location_quotient,remoteness_support_location_quotient,national_benchmark,remoteness_benchmark,support_payment_gap_from_national_benchmark,support_payment_gap_from_remoteness_benchmark,support_share_gap_from_national,support_share_gap_from_remoteness,support_lq_gap_from_remoteness,projected_next_quarter_payments,projected_next_quarter_payment_change,support_undersupply_score,support_growth_score,support_payment_scale_score,support_payment_intensity_score,support_business_opportunity_score,support_advocacy_opportunity_score,service_type_opportunity_score,service_type_opportunity_rank,service_type_opportunity_segment,business_opportunity_score,advocacy_opportunity_score,underfunded_advocacy_score,underserviced_provider_score,funded_plans_per_1000_delta_from_national_mean,funded_plans_per_1000_delta_from_national_median,mean_plan_utilisation_delta_from_national_median,provider_saturation_delta_from_national_mean,provider_saturation_delta_from_national_median,active_provider_rate_delta_from_national_mean,active_provider_rate_delta_from_national_median,atlas_default_metric_value,atlas_default_metric_label,atlas_metric_interpretation,atlas_utilisation_median_band,payment_item_participant_count_sum_not_unique,suppressed_payment_item_rows,suppressed_participant_item_rows,source_item_rows,area_total_payments,funded_plan_count,population_count,reliability_flag
2025Q1,2025 Q1,2024-09-30,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,Group Centre Care,Group Centre Care,Group Centre Care,15407000.0,0.0244019487348428,0.015020752355227707,1316.837606837607,31791.263438086786,0.0315642958697236,0.030344169910108798,0.7730870612656086,0.8041725579289477,0.0315642958697236,0.030344169910108798,4522191.383409563,3751823.374524135,0.007162347134880797,0.005942221175265997,0.1958274420710523,15638424.731536994,231424.73153699376,0.7993055555555556,0.33125,0.503125,0.31354166666666666,0.46352777777777776,0.5756944444444444,0.519611111111111,25.0,advocacy support gap,0.37041666666666667,0.4451388888888889,0.6958333333333334,0.3625,-2.011424979663424,-3.628478242570388,0.010000000000000009,,,,,0.46458333333333335,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2641.0,30.0,30.0,45.0,631384000.0,11700.0,484630.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,Group Centre Care,Group Centre Care,Group Centre Care,15020000.0,0.023400340566874,-0.02511845265139223,1248.1302974904438,30992.71609268927,0.0311199114728848,0.029701030851191707,0.7519411032792633,0.7878629090052307,0.0311199114728848,0.029701030851191707,4954968.697012041,4044230.373485271,0.0077195709060108,0.006300690284317706,0.2121370909947693,14642720.841176089,-377279.1588239111,0.8065972222222223,0.09635416666666667,0.4875,0.28020833333333334,0.4058819444444445,0.5771701388888889,0.4915260416666667,36.0,advocacy support gap,0.35875,0.4395833333333334,0.7125,0.35,-2.126448635966348,-3.9615341736455107,0.010000000000000009,,,,,0.4520833333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2421.0,18.0,18.0,29.0,641871000.0,12034.0,484630.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,Group Centre Care,Group Centre Care,Group Centre Care,14381000.0,0.0219124021971826,-0.04254327563249005,1173.0973162574435,29674.18442935848,0.0305696140953805,0.029080341039767796,0.716803363261752,0.7535125591277305,0.0305696140953805,0.029080341039767796,5681684.882727746,4704282.422694407,0.0086572118981979,0.007167938842585195,0.24648744087226948,13769185.15312916,-611814.8468708396,0.828125,0.115625,0.45208333333333334,0.24479166666666666,0.40549999999999997,0.5903645833333333,0.49793229166666664,32.0,advocacy support gap,0.38687499999999997,0.4614583333333333,0.7125,0.359375,-2.111733966021692,-4.157078738740669,0.0,,,,,0.4614583333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2226.0,14.0,14.0,23.0,656295000.0,12259.0,484630.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,Group Centre Care,Group Centre Care,Group Centre Care,14495000.0,0.0213464696223316,0.00792712606911894,1166.130329847144,29909.415430328292,0.0297022116473558,0.028235521097551647,0.718682833311234,0.7560147216189536,0.0297022116473558,0.028235521097551647,5673841.285962246,4677907.068475984,0.0083557420250242,0.0068890514752200475,0.24398527838104644,14609903.692371879,114903.69237187877,0.8239583333333332,0.31145833333333334,0.43645833333333334,0.22395833333333334,0.43220833333333336,0.5865451388888888,0.5093767361111111,23.0,advocacy support gap,0.36520833333333336,0.45034722222222223,0.725,0.346875,-2.1299654845419767,-4.252730693036536,0.0,,,,,0.45729166666666665,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2073.0,12.0,12.0,21.0,679035000.0,12430.0,484630.0,suppression_present
2026Q1,2026 Q1,2025-09-30,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,Group Centre Care,Group Centre Care,Group Centre Care,14481000.0,0.0209054555428835,-0.0009658502932045065,1149.6506827564306,29880.527412665335,0.0291154427376625,0.0276727682361931,0.7180194967751973,0.7554522686147943,0.0291154427376625,0.0276727682361931,5686976.029951435,4687649.8295286,0.008209987194779,0.006767312693309602,0.2445477313852057,14467013.521904105,-13986.47809589468,0.8274305555555556,0.1046875,0.42083333333333334,0.2125,0.39292361111111107,0.6379340277777779,0.5154288194444445,22.0,advocacy support gap,0.39916666666666667,0.5222222222222223,0.7333333333333334,0.46875,-2.2622524694387742,-4.2149933321865305,0.0,,,,,0.5833333333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2064.0,9.0,9.0,18.0,692690000.0,12596.0,484630.0,suppression_present
2024Q2,2024 Q2,2023-12-31,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,19137000.0,0.0325870955986901,,1751.3498673011807,39487.85671543239,0.0272319002907572,0.02691415399973454,1.1966515465595515,1.2107791164088424,0.0272319002907572,0.02691415399973454,-3144875.9309508,-3331474.664577892,-0.0053551953079329015,-0.0056729415989555596,0.0,19137000.0,0.0,0.24270833333333333,0.5005208333333333,0.5864583333333333,0.48854166666666665,0.45222916666666657,0.5231770833333333,0.48770312499999996,40.0,monitor,0.4429166666666666,0.5479166666666666,0.6791666666666666,0.6229166666666667,-1.5734115348859632,-3.2583330956416816,0.0,5.66871170904713,7.890745579459585,-20.08124425453113,-25.07474258580885,0.5993055555555555,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2167.0,19.0,19.0,36.0,587257000.0,10927.0,484630.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,16737000.0,0.027704577206004,-0.12541150650572186,1502.0192048819888,34535.625116067924,0.026618134219217,0.026067163711750427,1.0408158955785354,1.062815176685888,0.026618134219217,0.026067163711750427,-656346.2829497494,-989200.7898024861,-0.0010864429867869993,-0.0016374134942535729,0.0,14637987.615613732,-2099012.3843862675,0.24687500000000004,0.059895833333333336,0.534375,0.4017094017094017,0.3370133547008547,0.4861979166666668,0.41160563568376074,61.0,monitor,0.4422115384615384,0.5270833333333335,0.6958333333333334,0.475,-1.6939642148337732,-3.6004632168752515,0.0,,,,,0.5729166666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2140.0,21.0,21.0,37.0,604124000.0,11143.0,484630.0,suppression_present
2024Q4,2024 Q4,2024-06-30,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,16238000.0,0.0263556832383827,-0.029814184142916922,1436.6097496239936,33505.97362936674,0.0260071040070306,0.02565726872824872,1.01340323133471,1.0272209219746382,0.0260071040070306,0.02565726872824872,-214763.15022837557,-430300.1638386827,-0.00034857923135209884,-0.0006984145101339816,0.0,15753877.277887315,-484122.72211268544,0.24791666666666667,0.0703125,0.5229166666666667,0.36770833333333336,0.3204791666666667,0.43767361111111114,0.37907638888888895,74.0,monitor,0.3935416666666666,0.45590277777777777,0.6875,0.359375,-1.948502410258083,-3.606630999870802,0.0,,,,,0.45729166666666665,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2153.0,27.0,27.0,43.0,616110000.0,11303.0,484630.0,suppression_present
2025Q1,2025 Q1,2024-09-30,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,15759000.0,0.0249594541515147,-0.029498706737282943,1346.923076923077,32517.590739326904,0.0257225754925846,0.02532938966209846,0.9703326231352729,0.985395008899985,0.0257225754925846,0.02532938966209846,481822.60481003486,233571.36241437495,0.0007631213410699,0.0003699355105837611,0.014604991100015008,15294129.880527157,-464870.11947284266,0.5291666666666667,0.09166666666666666,0.509375,0.33645833333333336,0.36741666666666667,0.5081597222222222,0.4377881944444444,58.0,monitor,0.37041666666666667,0.4451388888888889,0.6958333333333334,0.3625,-2.011424979663424,-3.628478242570388,0.010000000000000009,,,,,0.46458333333333335,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2153.0,29.0,29.0,44.0,631384000.0,11700.0,484630.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,15171000.0,0.0236355903288978,-0.03731201218351421,1260.678078776799,31304.29399748262,0.0262001343851877,0.025709089745709117,0.902117141134216,0.9193476145083127,0.0262001343851877,0.025709089745709117,1646106.4579548165,1330919.1441680565,0.0025645440562899018,0.0020734994168113176,0.0806523854916873,14604939.463163907,-566060.5368360933,0.6482638888888889,0.09635416666666667,0.4895833333333333,0.2916666666666667,0.37692361111111106,0.5375868055555556,0.45725520833333333,55.0,monitor,0.35875,0.4395833333333334,0.7125,0.35,-2.126448635966348,-3.9615341736455107,0.010000000000000009,,,,,0.4520833333333334,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1991.0,30.0,30.0,43.0,641871000.0,12034.0,484630.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,15131000.0,0.0230551809780662,-0.002636609320413985,1234.2768578187454,31221.756804159875,0.0264975610636093,0.025838150819737133,0.8700869081014883,0.892292220868024,0.0264975610636093,0.025838150819737133,2259216.8382414654,1826449.1922393814,0.003442380085543102,0.002782969841670934,0.10770777913197604,15091105.464372816,-39894.535627184436,0.6916666666666668,0.115625,0.47708333333333336,0.2760416666666667,0.38945833333333335,0.55625,0.4728541666666667,47.0,advocacy support gap,0.38687499999999997,0.4614583333333333,0.7125,0.359375,-2.111733966021692,-4.157078738740669,0.0,,,,,0.4614583333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,1909.0,33.0,33.0,44.0,656295000.0,12259.0,484630.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,ACT,ACT,Inner Regional Australia,Core,High Needs Personal Care,High Needs Personal Care,High Needs Personal Care,25853000.0,0.0380731479231556,0.7086114599167272,2079.8873692679003,53345.85147432062,0.0406219852418858,0.04014438779924193,0.9372547327868638,0.948405244428078,0.0406219852418858,0.04014438779924193,1730749.7487239242,1406444.3692582473,0.0025488373187302,0.002071239876086331,0.051594755571921946,38779500.0,12926500.0,0.6336805555555556,0.9864583333333333,0.615625,0.49166666666666664,0.6185277777777778,0.5389756944444444,0.5787517361111111,26.0,monitor,0.36520833333333336,0.45034722222222223,0.725,0.346875,-2.1299654845419767,-4.252730693036536,0.0,,,,,0.45729166666666665,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Near national median,2224.0,33.0,33.0,49.0,679035000.0,12430.0,484630.0,suppression_present
